id,name,type,category,emirate,area,zone,zoneCode,maps,source,verified
"uae-dxb-downtown-dubai-transport-hub-4","Palm Downtown Dubai Cruise Terminal 4","Transport Hub","Transport Hub","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Palm%20Downtown%20Dubai%20Cruise%20Terminal%204%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-transport-hub-5","Grand Downtown Dubai Bus Station 5","Transport Hub","Transport Hub","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Grand%20Downtown%20Dubai%20Bus%20Station%205%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-beach-1","Cultural Downtown Dubai Beach 1","Beach","Beach","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Cultural%20Downtown%20Dubai%20Beach%201%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-beach-2","Golden Downtown Dubai Beach Park 2","Beach","Beach","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Golden%20Downtown%20Dubai%20Beach%20Park%202%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-beach-3","Palm Downtown Dubai Corniche 3","Beach","Beach","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Palm%20Downtown%20Dubai%20Corniche%203%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-beach-4","Grand Downtown Dubai Beach 4","Beach","Beach","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Grand%20Downtown%20Dubai%20Beach%204%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-beach-5","Royal Downtown Dubai Beach Park 5","Beach","Beach","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Royal%20Downtown%20Dubai%20Beach%20Park%205%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-beach-6","City Downtown Dubai Corniche 6","Beach","Beach","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=City%20Downtown%20Dubai%20Corniche%206%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-outdoor-1","Golden Downtown Dubai Mountain Viewpoint 1","Outdoor","Outdoor","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Golden%20Downtown%20Dubai%20Mountain%20Viewpoint%201%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-outdoor-2","Palm Downtown Dubai Nature Reserve 2","Outdoor","Outdoor","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Palm%20Downtown%20Dubai%20Nature%20Reserve%202%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-outdoor-3","Grand Downtown Dubai Desert Camp 3","Outdoor","Outdoor","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Grand%20Downtown%20Dubai%20Desert%20Camp%203%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-outdoor-4","Royal Downtown Dubai Mountain Viewpoint 4","Outdoor","Outdoor","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Royal%20Downtown%20Dubai%20Mountain%20Viewpoint%204%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-outdoor-5","City Downtown Dubai Nature Reserve 5","Outdoor","Outdoor","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=City%20Downtown%20Dubai%20Nature%20Reserve%205%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-outdoor-6","Pearl Downtown Dubai Desert Camp 6","Outdoor","Outdoor","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Pearl%20Downtown%20Dubai%20Desert%20Camp%206%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-market-1","Palm Downtown Dubai Bazaar 1","Market","Market","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Palm%20Downtown%20Dubai%20Bazaar%201%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-market-2","Grand Downtown Dubai Souq 2","Market","Market","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Grand%20Downtown%20Dubai%20Souq%202%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-market-3","Royal Downtown Dubai Market 3","Market","Market","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Royal%20Downtown%20Dubai%20Market%203%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-market-4","City Downtown Dubai Bazaar 4","Market","Market","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=City%20Downtown%20Dubai%20Bazaar%204%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-market-5","Pearl Downtown Dubai Souq 5","Market","Market","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Pearl%20Downtown%20Dubai%20Souq%205%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-market-6","Marina Downtown Dubai Market 6","Market","Market","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Marina%20Downtown%20Dubai%20Market%206%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-restaurant-area-1","Grand Downtown Dubai Dining District 1","Restaurant Area","Restaurant Area","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Grand%20Downtown%20Dubai%20Dining%20District%201%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-restaurant-area-2","Royal Downtown Dubai Restaurant Village 2","Restaurant Area","Restaurant Area","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Royal%20Downtown%20Dubai%20Restaurant%20Village%202%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-restaurant-area-3","City Downtown Dubai Food Hall 3","Restaurant Area","Restaurant Area","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=City%20Downtown%20Dubai%20Food%20Hall%203%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-restaurant-area-4","Pearl Downtown Dubai Dining District 4","Restaurant Area","Restaurant Area","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Pearl%20Downtown%20Dubai%20Dining%20District%204%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-restaurant-area-5","Marina Downtown Dubai Restaurant Village 5","Restaurant Area","Restaurant Area","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Marina%20Downtown%20Dubai%20Restaurant%20Village%205%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-restaurant-area-6","Creek Downtown Dubai Food Hall 6","Restaurant Area","Restaurant Area","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Creek%20Downtown%20Dubai%20Food%20Hall%206%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-event-venue-1","Royal Downtown Dubai Event Hall 1","Event Venue","Event Venue","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Royal%20Downtown%20Dubai%20Event%20Hall%201%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-event-venue-2","City Downtown Dubai Arena 2","Event Venue","Event Venue","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=City%20Downtown%20Dubai%20Arena%202%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-event-venue-3","Pearl Downtown Dubai Exhibition Centre 3","Event Venue","Event Venue","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Pearl%20Downtown%20Dubai%20Exhibition%20Centre%203%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-event-venue-4","Marina Downtown Dubai Event Hall 4","Event Venue","Event Venue","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Marina%20Downtown%20Dubai%20Event%20Hall%204%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-event-venue-5","Creek Downtown Dubai Arena 5","Event Venue","Event Venue","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Creek%20Downtown%20Dubai%20Arena%205%20Dubai%20UAE","generated-seed","false"
"uae-dxb-downtown-dubai-event-venue-6","Heritage Downtown Dubai Exhibition Centre 6","Event Venue","Event Venue","Dubai","Downtown Dubai","Downtown Dubai","Z6","https://maps.google.com/?q=Heritage%20Downtown%20Dubai%20Exhibition%20Centre%206%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-1","City Business Bay Hotel 1","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=City%20Business%20Bay%20Hotel%201%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-2","Pearl Business Bay Suites 2","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Pearl%20Business%20Bay%20Suites%202%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-3","Marina Business Bay Resort 3","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Marina%20Business%20Bay%20Resort%203%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-4","Creek Business Bay Residence 4","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Creek%20Business%20Bay%20Residence%204%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-5","Heritage Business Bay Collection 5","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Heritage%20Business%20Bay%20Collection%205%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-6","Central Business Bay Tower 6","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Central%20Business%20Bay%20Tower%206%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-7","Vista Business Bay Apartments 7","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Vista%20Business%20Bay%20Apartments%207%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-8","Elite Business Bay Hotel 8","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Elite%20Business%20Bay%20Hotel%208%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-9","Signature Business Bay Suites 9","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Signature%20Business%20Bay%20Suites%209%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-10","Garden Business Bay Resort 10","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Garden%20Business%20Bay%20Resort%2010%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-11","Palace Business Bay Residence 11","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Palace%20Business%20Bay%20Residence%2011%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-12","Harbour Business Bay Collection 12","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Harbour%20Business%20Bay%20Collection%2012%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-13","Oasis Business Bay Tower 13","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Oasis%20Business%20Bay%20Tower%2013%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-14","Skyline Business Bay Apartments 14","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Skyline%20Business%20Bay%20Apartments%2014%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-15","Metro Business Bay Hotel 15","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Metro%20Business%20Bay%20Hotel%2015%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-16","Cultural Business Bay Suites 16","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Cultural%20Business%20Bay%20Suites%2016%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-17","Golden Business Bay Resort 17","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Golden%20Business%20Bay%20Resort%2017%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-18","Palm Business Bay Residence 18","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Palm%20Business%20Bay%20Residence%2018%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-19","Grand Business Bay Collection 19","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Grand%20Business%20Bay%20Collection%2019%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-20","Royal Business Bay Tower 20","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Royal%20Business%20Bay%20Tower%2020%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-21","City Business Bay Apartments 21","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=City%20Business%20Bay%20Apartments%2021%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-22","Pearl Business Bay Hotel 22","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Pearl%20Business%20Bay%20Hotel%2022%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-23","Marina Business Bay Suites 23","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Marina%20Business%20Bay%20Suites%2023%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-24","Creek Business Bay Resort 24","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Creek%20Business%20Bay%20Resort%2024%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-25","Heritage Business Bay Residence 25","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Heritage%20Business%20Bay%20Residence%2025%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-26","Central Business Bay Collection 26","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Central%20Business%20Bay%20Collection%2026%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-27","Vista Business Bay Tower 27","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Vista%20Business%20Bay%20Tower%2027%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-28","Elite Business Bay Apartments 28","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Elite%20Business%20Bay%20Apartments%2028%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-29","Signature Business Bay Hotel 29","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Signature%20Business%20Bay%20Hotel%2029%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-30","Garden Business Bay Suites 30","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Garden%20Business%20Bay%20Suites%2030%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-31","Palace Business Bay Resort 31","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Palace%20Business%20Bay%20Resort%2031%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-32","Harbour Business Bay Residence 32","Hotel","Hotel","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Harbour%20Business%20Bay%20Residence%2032%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-1","Pearl Business Bay Hotel Apartments 1","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Pearl%20Business%20Bay%20Hotel%20Apartments%201%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-2","Marina Business Bay Residence 2","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Marina%20Business%20Bay%20Residence%202%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-3","Creek Business Bay Executive Apartments 3","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Creek%20Business%20Bay%20Executive%20Apartments%203%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-4","Heritage Business Bay Hotel Apartments 4","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Heritage%20Business%20Bay%20Hotel%20Apartments%204%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-5","Central Business Bay Residence 5","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Central%20Business%20Bay%20Residence%205%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-6","Vista Business Bay Executive Apartments 6","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Vista%20Business%20Bay%20Executive%20Apartments%206%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-7","Elite Business Bay Hotel Apartments 7","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Elite%20Business%20Bay%20Hotel%20Apartments%207%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-8","Signature Business Bay Residence 8","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Signature%20Business%20Bay%20Residence%208%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-9","Garden Business Bay Executive Apartments 9","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Garden%20Business%20Bay%20Executive%20Apartments%209%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-10","Palace Business Bay Hotel Apartments 10","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Palace%20Business%20Bay%20Hotel%20Apartments%2010%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-11","Harbour Business Bay Residence 11","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Harbour%20Business%20Bay%20Residence%2011%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-12","Oasis Business Bay Executive Apartments 12","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Oasis%20Business%20Bay%20Executive%20Apartments%2012%20Dubai%20UAE","generated-seed","false"
"uae-dxb-business-bay-hotel-apartment-13","Skyline Business Bay Hotel Apartments 13","Hotel Apartment","Hotel Apartment","Dubai","Business Bay","Business Bay","Z6","https://maps.google.com/?q=Skyline%20Business%20Bay%20Hotel%20Apartments%2013%20Dubai%20UAE","generated-seed","false"
