name,type,category,stars,zone,note,access,source,confidence
Rove Al Dhafra / Liwa City Hotel,Hotel,Hotel,,Al Dhafra / Liwa,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Al Dhafra / Liwa,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Downtown Hotel,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Downtown Hotel & Apartments,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Downtown Suites,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Downtown Resort,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Downtown Residence,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Downtown City Hotel,Hotel,Hotel,,Dubai Downtown,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Downtown,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Marina / JBR Hotel,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Marina / JBR Hotel & Apartments,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Marina / JBR Suites,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Marina / JBR Resort,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Marina / JBR Residence,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Marina / JBR City Hotel,Hotel,Hotel,,Dubai Marina / JBR,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Marina / JBR,InfraDispatch UAE seed expansion,needs-verification
Rove Palm Jumeirah Hotel,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Rove Palm Jumeirah Hotel & Apartments,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Rove Palm Jumeirah Suites,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Rove Palm Jumeirah Resort,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Rove Palm Jumeirah Residence,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Rove Palm Jumeirah City Hotel,Hotel,Hotel,,Palm Jumeirah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Palm Jumeirah,InfraDispatch UAE seed expansion,needs-verification
Rove Deira / Bur Dubai Hotel,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Rove Deira / Bur Dubai Hotel & Apartments,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Rove Deira / Bur Dubai Suites,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Rove Deira / Bur Dubai Resort,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Rove Deira / Bur Dubai Residence,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Rove Deira / Bur Dubai City Hotel,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Creek / Festival City Hotel,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Creek / Festival City Hotel & Apartments,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Creek / Festival City Suites,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Creek / Festival City Resort,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Creek / Festival City Residence,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Rove Dubai Creek / Festival City City Hotel,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Rove Business Bay Hotel,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Rove Business Bay Hotel & Apartments,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Rove Business Bay Suites,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Rove Business Bay Resort,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Rove Business Bay Residence,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Rove Business Bay City Hotel,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Rove Sharjah City Hotel,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Rove Sharjah City Hotel & Apartments,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Rove Sharjah City Suites,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Rove Sharjah City Resort,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Rove Sharjah City Residence,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Rove Sharjah City City Hotel,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Rove Ajman City Hotel,Hotel,Hotel,,Ajman City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ajman City,InfraDispatch UAE seed expansion,needs-verification
Rove Ajman City Hotel & Apartments,Hotel,Hotel,,Ajman City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ajman City,InfraDispatch UAE seed expansion,needs-verification
Rove Ajman City Suites,Hotel,Hotel,,Ajman City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ajman City,InfraDispatch UAE seed expansion,needs-verification
